Rewards_1,Rewards_2,Rewards_3,Rewards_4,Rewards_5,Rewards_6,Rewards_7,Rewards_8,Rewards_9,Rewards_10
-89.0,-93.0,-73.0,-94.0,-84.0,-91.0,-73.0,-123.0,-91.0,-72.0
-80.0,-80.0,-116.0,-96.0,-122.0,-96.0,-93.0,-101.0,-67.0,-65.0
-71.0,-71.0,-81.0,-77.0,-95.0,-77.0,-70.0,-76.0,-102.0,-149.0
-79.0,-227.0,-62.0,-84.0,-77.0,-109.0,-87.0,-194.0,-61.0,-62.0
-92.0,-123.0,-78.0,-64.0,-90.0,-93.0,-69.0,-129.0,-86.0,-81.0
-116.0,-82.0,-90.0,-85.0,-110.0,-82.0,-70.0,-91.0,-93.0,-83.0
-83.0,-89.0,-209.0,-97.0,-78.0,-90.0,-69.0,-93.0,-107.0,-130.0
-78.0,-82.0,-78.0,-74.0,-95.0,-101.0,-72.0,-106.0,-105.0,-74.0
-75.0,-84.0,-103.0,-138.0,-91.0,-90.0,-70.0,-100.0,-121.0,-79.0
-81.0,-76.0,-99.0,-95.0,-83.0,-115.0,-210.0,-102.0,-67.0,-77.0
-82.0,-85.0,-75.0,-98.0,-63.0,-91.0,-81.0,-83.0,-73.0,-95.0
-93.0,-94.0,-97.0,-162.0,-81.0,-95.0,-63.0,-83.0,-108.0,-98.0
-98.0,-89.0,-89.0,-109.0,-96.0,-90.0,-150.0,-85.0,-163.0,-97.0
-91.0,-75.0,-82.0,-86.0,-74.0,-74.0,-82.0,-63.0,-83.0,-70.0
-96.0,-89.0,-74.0,-108.0,-86.0,-83.0,-131.0,-63.0,-84.0,-83.0
-95.0,-96.0,-114.0,-71.0,-83.0,-97.0,-68.0,-104.0,-81.0,-97.0
-109.0,-77.0,-69.0,-86.0,-78.0,-73.0,-69.0,-113.0,-74.0,-92.0
-77.0,-104.0,-71.0,-74.0,-99.0,-105.0,-86.0,-84.0,-74.0,-94.0
-95.0,-80.0,-91.0,-76.0,-102.0,-91.0,-103.0,-83.0,-120.0,-62.0
-85.0,-76.0,-92.0,-136.0,-116.0,-85.0,-118.0,-93.0,-88.0,-93.0
-93.0,-98.0,-91.0,-90.0,-102.0,-92.0,-96.0,-88.0,-89.0,-197.0
-91.0,-94.0,-91.0,-134.0,-111.0,-61.0,-84.0,-97.0,-99.0,-134.0
-86.0,-91.0,-98.0,-90.0,-70.0,-176.0,-62.0,-120.0,-78.0,-85.0
-78.0,-98.0,-75.0,-72.0,-85.0,-73.0,-76.0,-77.0,-92.0,-98.0
-88.0,-93.0,-72.0,-95.0,-97.0,-69.0,-84.0,-73.0,-108.0,-78.0
-63.0,-110.0,-73.0,-155.0,-68.0,-72.0,-208.0,-88.0,-84.0,-102.0
-80.0,-107.0,-114.0,-91.0,-75.0,-127.0,-69.0,-104.0,-93.0,-93.0
-87.0,-83.0,-96.0,-110.0,-77.0,-118.0,-98.0,-109.0,-83.0,-93.0
-74.0,-109.0,-75.0,-81.0,-75.0,-81.0,-98.0,-81.0,-83.0,-85.0
-87.0,-109.0,-72.0,-130.0,-76.0,-78.0,-97.0,-85.0,-84.0,-91.0
-83.0,-104.0,-93.0,-69.0,-74.0,-92.0,-79.0,-70.0,-76.0,-69.0
